term,votes,chosen,confidence,margin
bottom,"{""wordnet_lexnames"": [""adj.all"", ""noun.artifact"", ""noun.body"", ""noun.location"", ""noun.object"", ""noun.time"", ""verb.cognition"", ""verb.contact"", ""verb.possession""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Time & Quantity,,
bowl,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.quantity"", ""noun.shape"", ""verb.competition"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Time & Quantity,,
box,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.plant"", ""noun.quantity"", ""noun.shape"", ""noun.state"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Emotions"", ""Health"", ""Home"", ""Shopping"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Time & Quantity,,
boy,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
boyfriend,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
brain,"{""wordnet_lexnames"": [""noun.body"", ""noun.cognition"", ""noun.food"", ""noun.person"", ""verb.contact""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
bread,"{""wordnet_lexnames"": [""noun.food"", ""noun.possession"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Food"", ""Shopping""], ""vote_detail"": null}",Food,,
break,"{""wordnet_lexnames"": [""noun.act"", ""noun.event"", ""noun.object"", ""noun.state"", ""noun.time"", ""verb.body"", ""verb.change"", ""verb.cognition"", ""verb.communication"", ""verb.competition"", ""verb.contact"", ""verb.emotion"", ""verb.motion"", ""verb.possession"", ""verb.social"", ""verb.stative""], ""mapped_categories"": [""Activities"", ""Emotions"", ""Health"", ""Home"", ""Professional"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Time & Quantity,,
bridge,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.body"", ""noun.relation"", ""verb.contact"", ""verb.motion"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Health"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
bright,"{""wordnet_lexnames"": [""adj.all"", ""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
bring,"{""wordnet_lexnames"": [""verb.change"", ""verb.communication"", ""verb.contact"", ""verb.creation"", ""verb.emotion"", ""verb.motion"", ""verb.possession""], ""mapped_categories"": [""Activities"", ""Emotions"", ""Food"", ""Travel""], ""vote_detail"": null}",Food,,
broken,"{""wordnet_lexnames"": [""adj.all"", ""verb.body"", ""verb.change"", ""verb.cognition"", ""verb.communication"", ""verb.competition"", ""verb.contact"", ""verb.emotion"", ""verb.motion"", ""verb.possession"", ""verb.social"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Grammar"", ""Health"", ""Professional"", ""Travel""], ""vote_detail"": null}",Grammar,,
brother,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
brown,"{""wordnet_lexnames"": [""adj.all"", ""noun.artifact"", ""noun.attribute"", ""noun.person"", ""verb.change""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
brush,"{""wordnet_lexnames"": [""noun.act"", ""noun.animal"", ""noun.artifact"", ""noun.event"", ""noun.group"", ""verb.change"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
bucket,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.quantity"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Time & Quantity,,
build,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.body"", ""verb.change"", ""verb.cognition"", ""verb.creation"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Health"", ""Professional""], ""vote_detail"": null}",Food,,
building,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.group"", ""verb.change"", ""verb.cognition"", ""verb.creation"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Food"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
burger,"{""wordnet_lexnames"": [""noun.food"", ""noun.person""], ""mapped_categories"": [""Food"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
bus,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.cognition"", ""verb.change"", ""verb.motion""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Grammar,,
business,"{""wordnet_lexnames"": [""noun.act"", ""noun.cognition"", ""noun.group""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional""], ""vote_detail"": null}",Grammar,,
busy,"{""wordnet_lexnames"": [""adj.all"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional""], ""vote_detail"": null}",Grammar,,
but,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
butter,"{""wordnet_lexnames"": [""noun.food"", ""noun.person"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Food"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
butterfly,"{""wordnet_lexnames"": [""noun.act"", ""noun.animal"", ""verb.communication"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Travel""], ""vote_detail"": null}",Travel,,
button,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.body"", ""noun.communication"", ""noun.plant"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Health"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
by,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
bye,"{""wordnet_lexnames"": [""noun.communication""], ""mapped_categories"": [""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
cafe,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
cafe,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
cake,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.food"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Food"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
call,"{""wordnet_lexnames"": [""noun.act"", ""noun.cognition"", ""noun.communication"", ""verb.body"", ""verb.cognition"", ""verb.communication"", ""verb.motion"", ""verb.possession"", ""verb.social"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Health"", ""Professional"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
camera,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
camp,"{""wordnet_lexnames"": [""adj.all"", ""noun.artifact"", ""noun.cognition"", ""noun.group"", ""verb.change"", ""verb.contact"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Grammar,,
can,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.body"", ""noun.communication"", ""noun.quantity"", ""verb.change"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Social,,
cap,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.communication"", ""noun.object"", ""noun.plant"", ""verb.change"", ""verb.stative""], ""mapped_categories"": [""Grammar"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
capital,"{""wordnet_lexnames"": [""adj.all"", ""noun.artifact"", ""noun.communication"", ""noun.group"", ""noun.location"", ""noun.possession""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
car,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
card,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.communication"", ""noun.person"", ""noun.substance"", ""verb.cognition"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
care,"{""wordnet_lexnames"": [""noun.act"", ""noun.cognition"", ""noun.feeling"", ""verb.emotion"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Grammar"", ""Professional""], ""vote_detail"": null}",Grammar,,
career,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
careful,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
carefully,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
carrot,"{""wordnet_lexnames"": [""noun.act"", ""noun.food"", ""noun.plant""], ""mapped_categories"": [""Activities"", ""Food""], ""vote_detail"": null}",Food,,
carry,"{""wordnet_lexnames"": [""noun.act"", ""verb.body"", ""verb.change"", ""verb.cognition"", ""verb.communication"", ""verb.competition"", ""verb.consumption"", ""verb.contact"", ""verb.creation"", ""verb.motion"", ""verb.possession"", ""verb.social"", ""verb.stative""], ""mapped_categories"": [""Activities"", ""Food"", ""Health"", ""Professional"", ""Travel""], ""vote_detail"": null}",Food,,
cartoon,"{""wordnet_lexnames"": [""noun.communication"", ""verb.creation""], ""mapped_categories"": [""Activities"", ""Food"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
case,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.body"", ""noun.cognition"", ""noun.communication"", ""noun.event"", ""noun.person"", ""noun.quantity"", ""noun.state"", ""verb.contact"", ""verb.perception""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Social,,
cat,"{""wordnet_lexnames"": [""noun.act"", ""noun.animal"", ""noun.artifact"", ""noun.person"", ""verb.body"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
catch,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.attribute"", ""noun.communication"", ""noun.object"", ""noun.person"", ""noun.quantity"", ""verb.body"", ""verb.change"", ""verb.cognition"", ""verb.competition"", ""verb.contact"", ""verb.creation"", ""verb.emotion"", ""verb.motion"", ""verb.perception"", ""verb.possession"", ""verb.social"", ""verb.weather""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Food"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Social,,
celebrate,"{""wordnet_lexnames"": [""verb.social""], ""mapped_categories"": [""Activities"", ""Professional""], ""vote_detail"": null}",Professional,,
cent,"{""wordnet_lexnames"": [""noun.possession"", ""noun.quantity""], ""mapped_categories"": [""Shopping"", ""Time & Quantity""], ""vote_detail"": null}",Time & Quantity,,
centre,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.body"", ""noun.cognition"", ""noun.food"", ""noun.location"", ""verb.cognition"", ""verb.motion""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
chair,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.person"", ""verb.communication"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
change,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.attribute"", ""noun.event"", ""noun.phenomenon"", ""noun.possession"", ""noun.relation"", ""verb.change"", ""verb.motion"", ""verb.possession""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
character,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.cognition"", ""noun.communication"", ""noun.person"", ""noun.state"", ""verb.contact""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
chart,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.communication"", ""verb.cognition"", ""verb.creation""], ""mapped_categories"": [""Activities"", ""Food"", ""Grammar"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
cheap,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
check,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.attribute"", ""noun.cognition"", ""noun.communication"", ""noun.possession"", ""noun.state"", ""verb.change"", ""verb.cognition"", ""verb.communication"", ""verb.competition"", ""verb.creation"", ""verb.motion"", ""verb.possession"", ""verb.social"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Food"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
cheese,"{""wordnet_lexnames"": [""noun.food"", ""noun.plant"", ""verb.contact"", ""verb.stative""], ""mapped_categories"": [""Activities"", ""Food""], ""vote_detail"": null}",Food,,
chicken,"{""wordnet_lexnames"": [""adj.all"", ""noun.animal"", ""noun.event"", ""noun.food"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
child,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
chocolate,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.food""], ""mapped_categories"": [""Abstract"", ""Food""], ""vote_detail"": null}",Food,,
church,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.group"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
cinema,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.communication""], ""mapped_categories"": [""Grammar"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
circle,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.group"", ""noun.shape"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
city,"{""wordnet_lexnames"": [""noun.group"", ""noun.location""], ""mapped_categories"": [""Home"", ""Professional"", ""Travel""], ""vote_detail"": null}",Professional,,
class,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.group"", ""verb.cognition""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Professional""], ""vote_detail"": null}",Professional,,
classmate,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
classroom,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
clean,"{""wordnet_lexnames"": [""adj.all"", ""adv.all"", ""noun.act"", ""verb.body"", ""verb.change"", ""verb.contact"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Health""], ""vote_detail"": null}",Grammar,,
