English_Term,Translation,English_Sentence,Sentence_Translation,IPA,CEFR_Level,Tags,Notes
turtle,,,,,b1,,
twist,,,,,b1,,
typically,,,,,b1,,
tyre,,,,,b1,,
unable,,,,,b1,,
unafraid,,,,,b1,,
unbelievable,,,,,b1,,
uncertainty,,,,,b1,,
unclear,,,,,b1,,
uncontrollable,,,,,b1,,
uncover,,,,,b1,,
underage,,,,,b1,,
undergo,,,,,b1,,
underneath,,,,,b1,,
underpants,,,,,b1,,
underwear,,,,,b1,,
undo,,,,,b1,,
undress,,,,,b1,,
unemployed,,,,,b1,,
unemployment,,,,,b1,,
unexpected,,,,,b1,,
unexpectedly,,,,,b1,,
unfairly,,,,,b1,,
unfit,,,,,b1,,
unfold,,,,,b1,,
unfortunate,,,,,b1,,
unfriendly,,,,,b1,,
unheard,,,,,b1,,
unify,,,,,b1,,
uninterested,,,,,b1,,
uninteresting,,,,,b1,,
union,,,,,b1,,
unique,,,,,b1,,
unite,,,,,b1,,
universe,,,,,b1,,
unless,,,,,b1,,
unlikely,,,,,b1,,
unlucky,,,,,b1,,
unpack,,,,,b1,,
unpredictable,,,,,b1,,
unrelated,,,,,b1,,
untidy,,,,,b1,,
unusually,,,,,b1,,
unwanted,,,,,b1,,
unwell,,,,,b1,,
up-to-date,,,,,b1,,
update,,,,,b1,,
uplifted,,,,,b1,,
upload,,,,,b1,,
upper,,,,,b1,,
upward,,,,,b1,,
urge,,,,,b1,,
urgent,,,,,b1,,
usage,,,,,b1,,
useless,,,,,b1,,
vacancy,,,,,b1,,
vague,,,,,b1,,
vain,,,,,b1,,
valuable,,,,,b1,,
various,,,,,b1,,
vary,,,,,b1,,
vast,,,,,b1,,
vegetarian,,,,,b1,,
vein,,,,,b1,,
version,,,,,b1,,
vessel,,,,,b1,,
vet,,,,,b1,,
via,,,,,b1,,
vice,,,,,b1,,
vice,,,,,b1,,
victim,,,,,b1,,
victory,,,,,b1,,
video,,,,,b1,,
viewer,,,,,b1,,
viewpoint,,,,,b1,,
violence,,,,,b1,,
violently,,,,,b1,,
virtual,,,,,b1,,
visa,,,,,b1,,
visible,,,,,b1,,
vision,,,,,b1,,
visual,,,,,b1,,
visually,,,,,b1,,
vivid,,,,,b1,,
vividly,,,,,b1,,
volcano,,,,,b1,,
volume,,,,,b1,,
volunteer,,,,,b1,,
vowel,,,,,b1,,
voyage,,,,,b1,,
wagon,,,,,b1,,
ward,,,,,b1,,
wardrobe,,,,,b1,,
warmly,,,,,b1,,
warmth,,,,,b1,,
warn,,,,,b1,,
warning,,,,,b1,,
warranty,,,,,b1,,
warrior,,,,,b1,,
washbowl,,,,,b1,,
waste,,,,,b1,,
wasteful,,,,,b1,,
waterfall,,,,,b1,,
wax,,,,,b1,,
weakness,,,,,b1,,
weapon,,,,,b1,,
weather,,,,,b1,,
webcam,,,,,b1,,
weird,,,,,b1,,
well-dressed,,,,,b1,,
western,,,,,b1,,
westward,,,,,b1,,
wetland,,,,,b1,,
whale,,,,,b1,,
whenever,,,,,b1,,
wherever,,,,,b1,,
whether,,,,,b1,,
whichever,,,,,b1,,
whisper,,,,,b1,,
whistle,,,,,b1,,
whoever,,,,,b1,,
widespread,,,,,b1,,
wildlife,,,,,b1,,
wildly,,,,,b1,,
willingness,,,,,b1,,
windscreen,,,,,b1,,
windsurfing,,,,,b1,,
wing,,,,,b1,,
wire,,,,,b1,,
wither,,,,,b1,,
witness,,,,,b1,,
wizard,,,,,b1,,
workout,,,,,b1,,
workplace,,,,,b1,,
workshop,,,,,b1,,
worn,,,,,b1,,
worth,,,,,b1,,
worthwhile,,,,,b1,,
worthy,,,,,b1,,
wound,,,,,b1,,
wrap,,,,,b1,,
wrapping,,,,,b1,,
wrist,,,,,b1,,
wristwatch,,,,,b1,,
written,,,,,b1,,
yell,,,,,b1,,
yoga,,,,,b1,,
aids,,,,,b2,,
dna,,,,,b2,,
olympia,,,,,b2,,
olympiad,,,,,b2,,
shakespearean,,,,,b2,,
soviet,,,,,b2,,
x-ray,,,,,b2,,
abandoned,,,,,b2,,
abnormally,,,,,b2,,
abolish,,,,,b2,,
aboriginal,,,,,b2,,
abruptly,,,,,b2,,
absentee,,,,,b2,,
absurd,,,,,b2,,
abuse,,,,,b2,,
accessibility,,,,,b2,,
accommodate,,,,,b2,,
accordingly,,,,,b2,,
accumulate,,,,,b2,,
accusation,,,,,b2,,
achievable,,,,,b2,,
acid,,,,,b2,,
acquisition,,,,,b2,,
acre,,,,,b2,,
activate,,,,,b2,,
actively,,,,,b2,,
actual,,,,,b2,,
acute,,,,,b2,,
adaptable,,,,,b2,,
addict,,,,,b2,,
addicted,,,,,b2,,
addiction,,,,,b2,,
additionally,,,,,b2,,
adequate,,,,,b2,,
adequately,,,,,b2,,
adjustment,,,,,b2,,
administrative,,,,,b2,,
admirable,,,,,b2,,
admiringly,,,,,b2,,
admittedly,,,,,b2,,
adopted,,,,,b2,,
adoption,,,,,b2,,
adore,,,,,b2,,
adorn,,,,,b2,,
advancement,,,,,b2,,
advent,,,,,b2,,
adventurous,,,,,b2,,
adverse,,,,,b2,,
adversely,,,,,b2,,
adversity,,,,,b2,,
affectionate,,,,,b2,,
affectionately,,,,,b2,,
affordable,,,,,b2,,
ageless,,,,,b2,,
aggressively,,,,,b2,,
agonize,,,,,b2,,
agony,,,,,b2,,
aircraft,,,,,b2,,
aircrew,,,,,b2,,
alcoholism,,,,,b2,,
alert,,,,,b2,,
alien,,,,,b2,,
allegation,,,,,b2,,
alliance,,,,,b2,,
ally,,,,,b2,,
alongside,,,,,b2,,
alongside,,,,,b2,,
alphabetical,,,,,b2,,
altar,,,,,b2,,
alter,,,,,b2,,
alternate,,,,,b2,,
alternatively,,,,,b2,,
altitude,,,,,b2,,
aluminum,,,,,b2,,
amaze,,,,,b2,,
amazement,,,,,b2,,
amazingly,,,,,b2,,
ambassador,,,,,b2,,
ambiguity,,,,,b2,,
ambiguous,,,,,b2,,
ammonia,,,,,b2,,
amongst,,,,,b2,,
ample,,,,,b2,,
amplifier,,,,,b2,,
amplify,,,,,b2,,
amuse,,,,,b2,,
analogy,,,,,b2,,
analyst,,,,,b2,,
anchor,,,,,b2,,
anchorage,,,,,b2,,
anchorman,,,,,b2,,
anchorperson,,,,,b2,,
anguish,,,,,b2,,
animate,,,,,b2,,
anonymous,,,,,b2,,
antiaircraft,,,,,b2,,
antibacterial,,,,,b2,,
anticancer,,,,,b2,,
anticipate,,,,,b2,,
anticipation,,,,,b2,,
antipollution,,,,,b2,,
antistatic,,,,,b2,,
antivirus,,,,,b2,,
apostrophe,,,,,b2,,
applicant,,,,,b2,,
appreciative,,,,,b2,,
appropriately,,,,,b2,,
approximate,,,,,b2,,
arch,,,,,b2,,
archaeologist,,,,,b2,,
arctic,,,,,b2,,
arena,,,,,b2,,
aristocracy,,,,,b2,,
armful,,,,,b2,,
arms,,,,,b2,,
arouse,,,,,b2,,
arrogant,,,,,b2,,
artery,,,,,b2,,
articulate,,,,,b2,,
artificially,,,,,b2,,
artistry,,,,,b2,,
artwork,,,,,b2,,
ash,,,,,b2,,
aspiration,,,,,b2,,
aspire,,,,,b2,,
assault,,,,,b2,,
assemble,,,,,b2,,
assembly,,,,,b2,,
assert,,,,,b2,,
assess,,,,,b2,,
assessment,,,,,b2,,
asset,,,,,b2,,
associated,,,,,b2,,
assumption,,,,,b2,,
assurance,,,,,b2,,
assure,,,,,b2,,
astonish,,,,,b2,,
astonished,,,,,b2,,
astonishing,,,,,b2,,
astonishment,,,,,b2,,
astronomy,,,,,b2,,
athletics,,,,,b2,,
attached,,,,,b2,,
attainable,,,,,b2,,
attainment,,,,,b2,,
attendance,,,,,b2,,
attentive,,,,,b2,,
attentively,,,,,b2,,
attractiveness,,,,,b2,,
attribute,,,,,b2,,
atypical,,,,,b2,,
aubergine,,,,,b2,,
audit,,,,,b2,,
audition,,,,,b2,,
authoritative,,,,,b2,,
authorize,,,,,b2,,
availability,,,,,b2,,
await,,,,,b2,,
awe,,,,,b2,,
ax,,,,,b2,,
axis,,,,,b2,,
backup,,,,,b2,,
backward,,,,,b2,,
backyard,,,,,b2,,
bacteria,,,,,b2,,
bad-tempered,,,,,b2,,
badge,,,,,b2,,
balanced,,,,,b2,,
balky,,,,,b2,,
ballad,,,,,b2,,
ballet,,,,,b2,,
ballot,,,,,b2,,
banker,,,,,b2,,
bankrupt,,,,,b2,,
bankruptcy,,,,,b2,,
barbershop,,,,,b2,,
barley,,,,,b2,,
barn,,,,,b2,,
barometer,,,,,b2,,
barren,,,,,b2,,
barrier,,,,,b2,,
bartender,,,,,b2,,
bathhouse,,,,,b2,,
battlefield,,,,,b2,,
beagle,,,,,b2,,
beak,,,,,b2,,
beam,,,,,b2,,
bear,,,,,b2,,
bearing,,,,,b2,,
beautify,,,,,b2,,
bellow,,,,,b2,,
belongings,,,,,b2,,
beneficial,,,,,b2,,
benevolence,,,,,b2,,
benevolent,,,,,b2,,
berry,,,,,b2,,
beside,,,,,b2,,
besides,,,,,b2,,
bestow,,,,,b2,,
bestseller,,,,,b2,,
betray,,,,,b2,,
bewilder,,,,,b2,,
bewilderment,,,,,b2,,
bias,,,,,b2,,
bid,,,,,b2,,
bidding,,,,,b2,,
bikini,,,,,b2,,
bind,,,,,b2,,
bio,,,,,b2,,
biological,,,,,b2,,
biotechnology,,,,,b2,,
birdcage,,,,,b2,,
birthplace,,,,,b2,,
bitterly,,,,,b2,,
bizarre,,,,,b2,,
blade,,,,,b2,,
blast,,,,,b2,,
blaze,,,,,b2,,
blindly,,,,,b2,,
blindness,,,,,b2,,
blink,,,,,b2,,
bloodstream,,,,,b2,,
bloody,,,,,b2,,
blooming,,,,,b2,,
blossom,,,,,b2,,
blur,,,,,b2,,
blurt,,,,,b2,,
boiling,,,,,b2,,
bolt,,,,,b2,,
bombard,,,,,b2,,
bomber,,,,,b2,,
bombing,,,,,b2,,
bony,,,,,b2,,
bookish,,,,,b2,,
booklet,,,,,b2,,
bookmark,,,,,b2,,
boost,,,,,b2,,
booth,,,,,b2,,
bossy,,,,,b2,,
botany,,,,,b2,,
bothered,,,,,b2,,
bothersome,,,,,b2,,
bourbon,,,,,b2,,
boxer,,,,,b2,,
bracket,,,,,b2,,
brag,,,,,b2,,
bravery,,,,,b2,,
breakable,,,,,b2,,
breakdown,,,,,b2,,
breakup,,,,,b2,,
breathtaking,,,,,b2,,
breezy,,,,,b2,,
brewery,,,,,b2,,
brilliantly,,,,,b2,,
broadband,,,,,b2,,
broadcaster,,,,,b2,,
broaden,,,,,b2,,
broadly,,,,,b2,,
brochure,,,,,b2,,
brother-in-law,,,,,b2,,
browse,,,,,b2,,
browser,,,,,b2,,
bruise,,,,,b2,,
buck,,,,,b2,,
bud,,,,,b2,,
bulimia,,,,,b2,,
bully,,,,,b2,,
bum,,,,,b2,,
bumper,,,,,b2,,
bun,,,,,b2,,
burdensome,,,,,b2,,
bureaucracy,,,,,b2,,
burglary,,,,,b2,,
burgle,,,,,b2,,
burial,,,,,b2,,
bustle,,,,,b2,,
bustling,,,,,b2,,
but,,,,,b2,,
buzz,,,,,b2,,
cabinet,,,,,b2,,
cable,,,,,b2,,
calmly,,,,,b2,,
cane,,,,,b2,,
cannonball,,,,,b2,,
canon,,,,,b2,,
capability,,,,,b2,,
caption,,,,,b2,,
captive,,,,,b2,,
caravan,,,,,b2,,
carbon,,,,,b2,,
carbon,,,,,b2,,
carbon,,,,,b2,,
carbon,,,,,b2,,
cardboard,,,,,b2,,
cardigan,,,,,b2,,
carefree,,,,,b2,,
caring,,,,,b2,,
carnival,,,,,b2,,
carpool,,,,,b2,,
carve,,,,,b2,,
cascade,,,,,b2,,
cast,,,,,b2,,
casually,,,,,b2,,
catalog,,,,,b2,,
catalyst,,,,,b2,,
catastrophe,,,,,b2,,
catastrophic,,,,,b2,,
catchy,,,,,b2,,
categorization,,,,,b2,,
catering,,,,,b2,,
cathedral,,,,,b2,,
cease,,,,,b2,,
cellar,,,,,b2,,
cellist,,,,,b2,,
cello,,,,,b2,,
cemetery,,,,,b2,,
centigrade,,,,,b2,,
certificate,,,,,b2,,
certification,,,,,b2,,
certify,,,,,b2,,
chancellor,,,,,b2,,
chaotic,,,,,b2,,
charming,,,,,b2,,
checkpoint,,,,,b2,,
cheeky,,,,,b2,,
cheerfully,,,,,b2,,
cheerfulness,,,,,b2,,
chemotherapy,,,,,b2,,
cherished,,,,,b2,,
cherry,,,,,b2,,
chew,,,,,b2,,
childish,,,,,b2,,
chimney,,,,,b2,,
chop,,,,,b2,,
chunk,,,,,b2,,
circuit,,,,,b2,,
circuitry,,,,,b2,,
circumstance,,,,,b2,,
cite,,,,,b2,,
citywide,,,,,b2,,
civilization,,,,,b2,,
clam,,,,,b2,,
clap,,,,,b2,,
clarify,,,,,b2,,
classification,,,,,b2,,
clearness,,,,,b2,,
clerical,,,,,b2,,
climate,,,,,b2,,
clog,,,,,b2,,
closure,,,,,b2,,
clumsy,,,,,b2,,
coaching,,,,,b2,,
coalition,,,,,b2,,
coarse,,,,,b2,,
coastline,,,,,b2,,
cocktail,,,,,b2,,
cocoa,,,,,b2,,
coconut,,,,,b2,,
coherence,,,,,b2,,
coherent,,,,,b2,,
coincide,,,,,b2,,
coincidence,,,,,b2,,
collector,,,,,b2,,
collocation,,,,,b2,,
colon,,,,,b2,,
colonial,,,,,b2,,
colony,,,,,b2,,
colourful,,,,,b2,,
coma,,,,,b2,,
comfortably,,,,,b2,,
commander,,,,,b2,,
commemorate,,,,,b2,,
commerce,,,,,b2,,
commission,,,,,b2,,
commonwealth,,,,,b2,,
communicative,,,,,b2,,
commute,,,,,b2,,
compassion,,,,,b2,,
compassionate,,,,,b2,,
compatible,,,,,b2,,
compensate,,,,,b2,,
compensation,,,,,b2,,
competence,,,,,b2,,
competent,,,,,b2,,
compile,,,,,b2,,
completion,,,,,b2,,
complexion,,,,,b2,,
complexity,,,,,b2,,
component,,,,,b2,,
comprehension,,,,,b2,,
comprehensive,,,,,b2,,
compress,,,,,b2,,
compression,,,,,b2,,
comprise,,,,,b2,,
compulsory,,,,,b2,,
compute,,,,,b2,,
conceal,,,,,b2,,
concede,,,,,b2,,
conceit,,,,,b2,,
conceivable,,,,,b2,,
conceive,,,,,b2,,
conception,,,,,b2,,
concerning,,,,,b2,,
concession,,,,,b2,,
concrete,,,,,b2,,
condemn,,,,,b2,,
conductor,,,,,b2,,
cone,,,,,b2,,
conferencing,,,,,b2,,
confess,,,,,b2,,
confession,,,,,b2,,
confidently,,,,,b2,,
confine,,,,,b2,,
confront,,,,,b2,,
conjunction,,,,,b2,,
conquest,,,,,b2,,
conscience,,,,,b2,,
consciousness,,,,,b2,,
consensus,,,,,b2,,
consent,,,,,b2,,
considerably,,,,,b2,,
considering,,,,,b2,,
consistent,,,,,b2,,
consistently,,,,,b2,,
consolation,,,,,b2,,
console,,,,,b2,,
conspiracy,,,,,b2,,
constant,,,,,b2,,
consult,,,,,b2,,
consultant,,,,,b2,,
contaminate,,,,,b2,,
contemporary,,,,,b2,,
contempt,,,,,b2,,
contract,,,,,b2,,
contradict,,,,,b2,,
contradiction,,,,,b2,,
contradictory,,,,,b2,,
controversy,,,,,b2,,
conveniently,,,,,b2,,
convention,,,,,b2,,
conventional,,,,,b2,,
converse,,,,,b2,,
conversely,,,,,b2,,
conversion,,,,,b2,,
convert,,,,,b2,,
convinced,,,,,b2,,
convincing,,,,,b2,,
cooperate,,,,,b2,,
cooperation,,,,,b2,,
cooperative,,,,,b2,,
cope,,,,,b2,,
copper,,,,,b2,,
coral,,,,,b2,,
core,,,,,b2,,
cornerstone,,,,,b2,,
cornet,,,,,b2,,
corona,,,,,b2,,
corporal,,,,,b2,,
corporate,,,,,b2,,
corporation,,,,,b2,,
correctness,,,,,b2,,
correspond,,,,,b2,,
correspondence,,,,,b2,,
correspondent,,,,,b2,,
corresponding,,,,,b2,,
corridor,,,,,b2,,
corrupt,,,,,b2,,
corruption,,,,,b2,,
costly,,,,,b2,,
counter,,,,,b2,,
countryman,,,,,b2,,
countrywide,,,,,b2,,
courtesy,,,,,b2,,
coverage,,,,,b2,,
coward,,,,,b2,,
cowardly,,,,,b2,,
cowboy,,,,,b2,,
coziness,,,,,b2,,
cozy,,,,,b2,,
crab,,,,,b2,,
crack,,,,,b2,,
craftsman,,,,,b2,,
crater,,,,,b2,,
crawl,,,,,b2,,
crease,,,,,b2,,
creation,,,,,b2,,
creatively,,,,,b2,,
creek,,,,,b2,,
creepy,,,,,b2,,
crew,,,,,b2,,
cripple,,,,,b2,,
criterion,,,,,b2,,
critically,,,,,b2,,
criticism,,,,,b2,,
crocodile,,,,,b2,,
crossly,,,,,b2,,
crucial,,,,,b2,,
cruelly,,,,,b2,,
cruelty,,,,,b2,,
crystallize,,,,,b2,,
cube,,,,,b2,,
cubism,,,,,b2,,
cue,,,,,b2,,
cuff,,,,,b2,,
culmination,,,,,b2,,
culturally,,,,,b2,,
curl,,,,,b2,,
cursor,,,,,b2,,
curved,,,,,b2,,
cyberaddict,,,,,b2,,
cybercafe,,,,,b2,,
cybercrime,,,,,b2,,
cyberpet,,,,,b2,,
cyberschool,,,,,b2,,
cyberspace,,,,,b2,,
cyclist,,,,,b2,,
daft,,,,,b2,,
dairy,,,,,b2,,
damn,,,,,b2,,
dandelion,,,,,b2,,
darling,,,,,b2,,
dash,,,,,b2,,
database,,,,,b2,,
dated,,,,,b2,,
daughter-in-law,,,,,b2,,
dawn,,,,,b2,,
daytime,,,,,b2,,
de,,,,,b2,,
dearly,,,,,b2,,
debit,,,,,b2,,
debit,,,,,b2,,
decay,,,,,b2,,
deceive,,,,,b2,,
decent,,,,,b2,,
deceptive,,,,,b2,,
decisive,,,,,b2,,
deck,,,,,b2,,
decomposition,,,,,b2,,
decoration,,,,,b2,,
decorative,,,,,b2,,
dedication,,,,,b2,,
deduce,,,,,b2,,
deduction,,,,,b2,,
deem,,,,,b2,,
deer,,,,,b2,,
defence,,,,,b2,,
deficit,,,,,b2,,
deforestation,,,,,b2,,
defy,,,,,b2,,
dehumanize,,,,,b2,,
delegate,,,,,b2,,
deliberate,,,,,b2,,
deliberately,,,,,b2,,
delicacy,,,,,b2,,
delicately,,,,,b2,,
demanding,,,,,b2,,
demolish,,,,,b2,,
denim,,,,,b2,,
dense,,,,,b2,,
densely,,,,,b2,,
dental,,,,,b2,,
dependable,,,,,b2,,
deputy,,,,,b2,,
descend,,,,,b2,,
descriptive,,,,,b2,,
desirable,,,,,b2,,
desktop,,,,,b2,,
desolation,,,,,b2,,
desperately,,,,,b2,,
desperation,,,,,b2,,
despise,,,,,b2,,
destiny,,,,,b2,,
detach,,,,,b2,,
detachment,,,,,b2,,
detailed,,,,,b2,,
detect,,,,,b2,,
determiner,,,,,b2,,
developing,,,,,b2,,
devil,,,,,b2,,
devote,,,,,b2,,
devoted,,,,,b2,,
diarrhea,,,,,b2,,
dictator,,,,,b2,,
digest,,,,,b2,,
dignify,,,,,b2,,
dignity,,,,,b2,,
dilemma,,,,,b2,,
dim,,,,,b2,,
dime,,,,,b2,,
dimension,,,,,b2,,
dip,,,,,b2,,
diphtheria,,,,,b2,,
diploma,,,,,b2,,
diplomat,,,,,b2,,
disappearance,,,,,b2,,
disapproval,,,,,b2,,
disapprove,,,,,b2,,
disc,,,,,b2,,
discharge,,,,,b2,,
disciple,,,,,b2,,
discipline,,,,,b2,,
disconnect,,,,,b2,,
discredit,,,,,b2,,
discriminate,,,,,b2,,
disgrace,,,,,b2,,
disguise,,,,,b2,,
dishonesty,,,,,b2,,
disillusion,,,,,b2,,
dismiss,,,,,b2,,
disorder,,,,,b2,,
disorderly,,,,,b2,,
disorganized,,,,,b2,,
dispensable,,,,,b2,,
displace,,,,,b2,,
displeasure,,,,,b2,,
disposal,,,,,b2,,
disposition,,,,,b2,,
dispute,,,,,b2,,
disqualify,,,,,b2,,
disregard,,,,,b2,,
disrupt,,,,,b2,,
dissatisfaction,,,,,b2,,
dissatisfied,,,,,b2,,
dissident,,,,,b2,,
distinct,,,,,b2,,
distinguished,,,,,b2,,
distortion,,,,,b2,,
distract,,,,,b2,,
distraction,,,,,b2,,
distressing,,,,,b2,,
distributor,,,,,b2,,
diversion,,,,,b2,,
diversity,,,,,b2,,
divert,,,,,b2,,
divided,,,,,b2,,
division,,,,,b2,,
divorce,,,,,b2,,
dock,,,,,b2,,
domestic,,,,,b2,,
dominant,,,,,b2,,
dominate,,,,,b2,,
donation,,,,,b2,,
donkey,,,,,b2,,
doom,,,,,b2,,
doorkeeper,,,,,b2,,
doorway,,,,,b2,,
dorm,,,,,b2,,
dormitory,,,,,b2,,
dose,,,,,b2,,
doubly,,,,,b2,,
doubtful,,,,,b2,,
dove,,,,,b2,,
downfall,,,,,b2,,
downsize,,,,,b2,,
downwards,,,,,b2,,
dowry,,,,,b2,,
draft,,,,,b2,,
draft,,,,,b2,,
drain,,,,,b2,,
dramatically,,,,,b2,,
drapery,,,,,b2,,
dread,,,,,b2,,
dreadful,,,,,b2,,
dreamy,,,,,b2,,
drinkable,,,,,b2,,
droop,,,,,b2,,
dropout,,,,,b2,,
drought,,,,,b2,,
duel,,,,,b2,,
dumb,,,,,b2,,
duplicate,,,,,b2,,
duplication,,,,,b2,,
duration,,,,,b2,,
dwarf,,,,,b2,,
dye,,,,,b2,,
dynamic,,,,,b2,,
eagerly,,,,,b2,,
eagle,,,,,b2,,
earnings,,,,,b2,,
ease,,,,,b2,,
eastward,,,,,b2,,
ecologically,,,,,b2,,
ecologist,,,,,b2,,
economical,,,,,b2,,
economist,,,,,b2,,
ecstatic,,,,,b2,,
edit,,,,,b2,,
editorial,,,,,b2,,
educator,,,,,b2,,
effectiveness,,,,,b2,,
efficiently,,,,,b2,,
elect,,,,,b2,,
elective,,,,,b2,,
electrician,,,,,b2,,
electronically,,,,,b2,,
electronics,,,,,b2,,
elegance,,,,,b2,,
elegant,,,,,b2,,
elegantly,,,,,b2,,
elemental,,,,,b2,,
eligible,,,,,b2,,
elite,,,,,b2,,
eloquence,,,,,b2,,
eloquent,,,,,b2,,
embassy,,,,,b2,,
embrace,,,,,b2,,
emergence,,,,,b2,,
emission,,,,,b2,,
emphasize,,,,,b2,,
emphatically,,,,,b2,,
endeavor,,,,,b2,,
endlessly,,,,,b2,,
endorse,,,,,b2,,
endurance,,,,,b2,,
enduring,,,,,b2,,
enforce,,,,,b2,,
engagement,,,,,b2,,
engulf,,,,,b2,,
enhance,,,,,b2,,
enquiry,,,,,b2,,
enroll,,,,,b2,,
enterprise,,,,,b2,,
entertaining,,,,,b2,,
enthusiastically,,,,,b2,,
entitle,,,,,b2,,
entrepreneur,,,,,b2,,
environmentally,,,,,b2,,
environmentally,,,,,b2,,
equation,,,,,b2,,
equip,,,,,b2,,
equity,,,,,b2,,
equivalent,,,,,b2,,
erect,,,,,b2,,
erupt,,,,,b2,,
eruption,,,,,b2,,
essayist,,,,,b2,,
essentially,,,,,b2,,
estate,,,,,b2,,
estimated,,,,,b2,,
eternally,,,,,b2,,
ethic,,,,,b2,,
ethical,,,,,b2,,
ethnic,,,,,b2,,
evacuate,,,,,b2,,
evacuation,,,,,b2,,
evaluate,,,,,b2,,
evaluation,,,,,b2,,
everlasting,,,,,b2,,
evidently,,,,,b2,,
evil,,,,,b2,,
evolution,,,,,b2,,
evolve,,,,,b2,,
exactness,,,,,b2,,
exaggerate,,,,,b2,,
exaggeration,,,,,b2,,
exalt,,,,,b2,,
examinee,,,,,b2,,
exceed,,,,,b2,,
excel,,,,,b2,,
exception,,,,,b2,,
exceptional,,,,,b2,,
exceptionally,,,,,b2,,
excessive,,,,,b2,,
exclaim,,,,,b2,,
exclamation,,,,,b2,,
exclude,,,,,b2,,
exclusion,,,,,b2,,
exclusively,,,,,b2,,
excursion,,,,,b2,,
execute,,,,,b2,,
execution,,,,,b2,,
executive,,,,,b2,,
exhaust,,,,,b2,,
exhausting,,,,,b2,,
exhaustion,,,,,b2,,
exhibit,,,,,b2,,
exile,,,,,b2,,
existing,,,,,b2,,
exotic,,,,,b2,,
expansion,,,,,b2,,
expectation,,,,,b2,,
expertise,,,,,b2,,
exploit,,,,,b2,,
explorer,,,,,b2,,
explosive,,,,,b2,,
exposure,,,,,b2,,
expressive,,,,,b2,,
exquisite,,,,,b2,,
extension,,,,,b2,,
extensive,,,,,b2,,
external,,,,,b2,,
extract,,,,,b2,,
extraordinarily,,,,,b2,,
exultant,,,,,b2,,
eyebrow,,,,,b2,,
eyelash,,,,,b2,,
eyelid,,,,,b2,,
fabric,,,,,b2,,
fabulous,,,,,b2,,
facilitate,,,,,b2,,
facilities,,,,,b2,,
faculty,,,,,b2,,
failed,,,,,b2,,
faith,,,,,b2,,
falter,,,,,b2,,
fame,,,,,b2,,
familiarize,,,,,b2,,
fantastically,,,,,b2,,
fascinated,,,,,b2,,
fascination,,,,,b2,,
fatal,,,,,b2,,
fate,,,,,b2,,
father-in-law,,,,,b2,,
faulty,,,,,b2,,
fearsome,,,,,b2,,
feat,,,,,b2,,
fed,,,,,b2,,
federal,,,,,b2,,
feedback,,,,,b2,,
ferryboat,,,,,b2,,
fiber,,,,,b2,,
fictional,,,,,b2,,
fierce,,,,,b2,,
figurative,,,,,b2,,
filial,,,,,b2,,
financially,,,,,b2,,
finely,,,,,b2,,
fingernail,,,,,b2,,
fire,,,,,b2,,
firearm,,,,,b2,,
fireplace,,,,,b2,,
firmness,,,,,b2,,
first,,,,,b2,,
first,,,,,b2,,
fiscal,,,,,b2,,
flame,,,,,b2,,
flap,,,,,b2,,
flavour,,,,,b2,,
flaw,,,,,b2,,
flawless,,,,,b2,,
flax,,,,,b2,,
flee,,,,,b2,,
fleet,,,,,b2,,
flesh,,,,,b2,,
flexibility,,,,,b2,,
flexible,,,,,b2,,
flexibly,,,,,b2,,
flip,,,,,b2,,
fluency,,,,,b2,,
fluid,,,,,b2,,
flutter,,,,,b2,,
folding,,,,,b2,,
follower,,,,,b2,,
folly,,,,,b2,,
fondly,,,,,b2,,
foolishly,,,,,b2,,
footnote,,,,,b2,,
forcefully,,,,,b2,,
foreman,,,,,b2,,
foresee,,,,,b2,,
forestry,,,,,b2,,
formation,,,,,b2,,
formerly,,,,,b2,,
formidable,,,,,b2,,
forthcoming,,,,,b2,,
forum,,,,,b2,,
fossil,,,,,b2,,
foul,,,,,b2,,
found,,,,,b2,,
founder,,,,,b2,,
fox,,,,,b2,,
fraction,,,,,b2,,
fragrance,,,,,b2,,
framework,,,,,b2,,
frankly,,,,,b2,,
frantically,,,,,b2,,
fraud,,,,,b2,,
freak,,,,,b2,,
frigate,,,,,b2,,
frontier,,,,,b2,,
frugal,,,,,b2,,
fulfil,,,,,b2,,
fulfill,,,,,b2,,
fume,,,,,b2,,
functional,,,,,b2,,
functionality,,,,,b2,,
fundamental,,,,,b2,,
fundamentally,,,,,b2,,
funding,,,,,b2,,
funk,,,,,b2,,
funky,,,,,b2,,
furious,,,,,b2,,
furiously,,,,,b2,,
furor,,,,,b2,,
gaiety,,,,,b2,,
gambling,,,,,b2,,
gaming,,,,,b2,,
gang,,,,,b2,,
gangster,,,,,b2,,
gardener,,,,,b2,,
gasp,,,,,b2,,
gateway,,,,,b2,,
gaudy,,,,,b2,,
gaze,,,,,b2,,
gear,,,,,b2,,
generalization,,,,,b2,,
generalize,,,,,b2,,
generosity,,,,,b2,,
generously,,,,,b2,,
genius,,,,,b2,,
genre,,,,,b2,,
gently,,,,,b2,,
genuine,,,,,b2,,
genuinely,,,,,b2,,
geographic,,,,,b2,,
germ,,,,,b2,,
getaway,,,,,b2,,
ghetto,,,,,b2,,
giveaway,,,,,b2,,
glacis,,,,,b2,,
glamorous,,,,,b2,,
glare,,,,,b2,,
gleam,,,,,b2,,
