term,votes,chosen
grasp,"{""Food"": 2, ""Events & Activities"": 1}",Grammar
gravestone,"{""Food"": 2, ""Events & Activities"": 1}",Shopping
gravitation,"{""Food"": 2, ""Events & Activities"": 1}",Grammar
greatness,"{""Food"": 2, ""Events & Activities"": 1}",Abstract
grief,"{""Food"": 2, ""Events & Activities"": 1}",Grammar
hard,"{""Food"": 6, ""Calendar & Time"": 6, ""Numbers & Quantities"": 1, ""Medical & Health"": 2}",Food
hardware,"{""Food"": 6, ""Calendar & Time"": 6, ""Numbers & Quantities"": 1, ""Medical & Health"": 2}",Shopping
human,"{""Travel"": 2, ""Opinions & Communication"": 1}",Travel
icy,"{""Food"": 2, ""Calendar & Time"": 1}",Food
identical,"{""Travel"": 2, ""Calendar & Time"": 1}",Travel
identification,"{""Travel"": 2, ""Calendar & Time"": 1}",Social
ideology,"{""Travel"": 2, ""Calendar & Time"": 1}",Grammar
idiot,"{""Travel"": 2, ""Calendar & Time"": 1}",Social
idle,"{""Travel"": 2, ""Calendar & Time"": 1}",Health
illustrate,"{""Opinions & Communication"": 3, ""Numbers & Quantities"": 2}",Social
illustration,"{""Opinions & Communication"": 3, ""Numbers & Quantities"": 2}",Social
imagery,"{""Opinions & Communication"": 3, ""Numbers & Quantities"": 2}",Grammar
imitation,"{""Opinions & Communication"": 3, ""Numbers & Quantities"": 2}",Social
impose,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
impossibility,"{""Social"": 3, ""Opinions & Communication"": 3}",Grammar
improbable,"{""Events & Activities"": 1, ""Opinions & Communication"": 2}",Social
impulsive,"{""Feelings & Emotions"": 1, ""Travel"": 2, ""Numbers & Quantities"": 1}",Travel
inadequate,"{""Travel"": 2, ""Food"": 2, ""Numbers & Quantities"": 1}",Food
inanimate,"{""Travel"": 2, ""Food"": 2}",Food
indescribable,"{""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Numbers
index,"{""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Social
indication,"{""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Social
indifferent,"{""Travel"": 2, ""Opinions & Communication"": 1, ""Medical & Health"": 2, ""Feelings & Emotions"": 1, ""Food"": 2}",Food
indignity,"{""Travel"": 2, ""Opinions & Communication"": 1, ""Medical & Health"": 2, ""Feelings & Emotions"": 1, ""Food"": 2}",Activities
inflate,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
inflation,"{""Food"": 2, ""Numbers & Quantities"": 1}",Abstract
infringe,"{""Social"": 3, ""Travel"": 3}",Social
infringement,"{""Social"": 3, ""Travel"": 3}",Activities
innovative,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Food"": 2}",Food
input,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Food"": 2}",Social
instantly,"{""Food"": 2, ""Calendar & Time"": 1}",Food
integrate,"{""Social"": 3, ""Opinions & Communication"": 3, ""Numbers & Quantities"": 1}",Social
intellectual,"{""Social"": 3, ""Opinions & Communication"": 3, ""Numbers & Quantities"": 1}",Social
intrude,"{""Travel"": 3, ""Events & Activities"": 1, ""Social"": 3, ""Opinions & Communication"": 3}",Social
intruder,"{""Travel"": 3, ""Events & Activities"": 1, ""Social"": 3, ""Opinions & Communication"": 3}",Social
intrusion,"{""Travel"": 3, ""Events & Activities"": 1, ""Social"": 3, ""Opinions & Communication"": 3}",Home
invariable,"{""Travel"": 3, ""Events & Activities"": 1, ""Social"": 3, ""Opinions & Communication"": 3}",Grammar
isolated,"{""Opinions & Communication"": 3, ""Feelings & Emotions"": 2, ""Calendar & Time"": 2, ""Numbers & Quantities"": 1, ""Travel"": 2}",Social
jeopardize,"{""Food"": 2, ""Social"": 3}",Social
jeweler,"{""Food"": 2, ""Social"": 3}",Social
journalism,"{""Food"": 2, ""Social"": 3}",Social
judgement,"{""Food"": 2, ""Social"": 3}",Social
judo,"{""Food"": 2, ""Social"": 3}",Activities
junk,"{""Food"": 2, ""Social"": 3}",Shopping
juror,"{""Food"": 2, ""Social"": 3}",Social
jury,"{""Food"": 2, ""Social"": 3}",Professional
kerosene,"{""Travel"": 2, ""Food"": 2}",Food
keystroke,"{""Travel"": 2, ""Food"": 2}",Activities
kindergarten,"{""Travel"": 2, ""Food"": 2}",Professional
kneel,"{""Travel"": 2, ""Food"": 2}",Activities
knot,"{""Travel"": 2, ""Food"": 2}",Numbers
legitimate,"{""Social"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
lengthy,"{""Numbers & Quantities"": 1, ""Opinions & Communication"": 1}",Numbers
lens,"{""Numbers & Quantities"": 1, ""Opinions & Communication"": 1}",Social
lifeless,"{""Events & Activities"": 1, ""Travel"": 2}",Travel
lifetime,"{""Events & Activities"": 1, ""Travel"": 2}",Numbers
lighten,"{""Opinions & Communication"": 3, ""Medical & Health"": 2, ""Travel"": 2}",Social
lighting,"{""Opinions & Communication"": 3, ""Medical & Health"": 2, ""Travel"": 2}",Shopping
luxurious,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Emotions
lyrics,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Social
madam,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Social
madame,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Social
madness,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Grammar
maestro,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Social
matching,"{""Numbers & Quantities"": 1, ""Food"": 2, ""Social"": 3}",Social
mate,"{""Numbers & Quantities"": 1, ""Food"": 2, ""Social"": 3}",Food
mathematical,"{""Numbers & Quantities"": 1, ""Opinions & Communication"": 1}",Numbers
mature,"{""Numbers & Quantities"": 1, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Medical & Health"": 3, ""Food"": 4}",Food
mausoleum,"{""Numbers & Quantities"": 1, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Medical & Health"": 3, ""Food"": 4}",Shopping
means,"{""Numbers & Quantities"": 1, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Medical & Health"": 3, ""Food"": 4}",Grammar
mechanism,"{""Numbers & Quantities"": 1, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Medical & Health"": 3, ""Food"": 4}",Grammar
microbe,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Health
microcomputer,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Shopping
micrometer,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Numbers
microscopic,"{""Travel"": 2, ""Food"": 2}",Food
microscopy,"{""Travel"": 2, ""Food"": 2}",Activities
microwave,"{""Travel"": 2, ""Food"": 2}",Shopping
midst,"{""Travel"": 2, ""Food"": 2}",Professional
mistreat,"{""Social"": 3, ""Travel"": 2, ""Food"": 2}",Social
mixed,"{""Social"": 3, ""Food"": 2, ""Travel"": 2}",Social
mobility,"{""Social"": 3, ""Food"": 2, ""Travel"": 2}",Abstract
mock,"{""Social"": 3, ""Food"": 2, ""Travel"": 2}",Activities
mode,"{""Social"": 3, ""Food"": 2, ""Travel"": 2}",Social
modernization,"{""Social"": 3, ""Food"": 2, ""Travel"": 2}",Social
mystify,"{""Opinions & Communication"": 3, ""Food"": 2}",Social
obsess,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Health
obsession,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Grammar
obsessive,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Social
offence,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Professional
offhand,"{""Numbers & Quantities"": 2, ""Food"": 2}",Food
outrageous,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
overshadow,"{""Food"": 2, ""Calendar & Time"": 1}",Food
owing,"{""Opinions & Communication"": 1, ""Travel"": 2, ""Numbers & Quantities"": 1}",Travel
persistent,"{""Food"": 2, ""Opinions & Communication"": 1}",Food
personification,"{""Food"": 2, ""Opinions & Communication"": 1}",Social
petrified,"{""Feelings & Emotions"": 1, ""Opinions & Communication"": 2, ""Calendar & Time"": 1, ""Travel"": 2}",Travel
petty,"{""Feelings & Emotions"": 1, ""Opinions & Communication"": 2, ""Calendar & Time"": 1, ""Travel"": 2}",Activities
pharmacist,"{""Feelings & Emotions"": 1, ""Opinions & Communication"": 2, ""Calendar & Time"": 1, ""Travel"": 2}",Health
phase,"{""Feelings & Emotions"": 1, ""Opinions & Communication"": 2, ""Calendar & Time"": 1, ""Travel"": 2}",Numbers
polar,"{""Food"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Food
polio,"{""Food"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Health
polish,"{""Food"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
politeness,"{""Food"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Abstract
popularize,"{""Opinions & Communication"": 3, ""Travel"": 2}",Social
porch,"{""Opinions & Communication"": 3, ""Travel"": 2}",Shopping
portion,"{""Opinions & Communication"": 3, ""Travel"": 2}",Food
pose,"{""Opinions & Communication"": 3, ""Travel"": 2}",Abstract
possessed,"{""Food"": 2, ""Travel"": 2, ""Feelings & Emotions"": 2}",Food
privately,"{""Food"": 2, ""Events & Activities"": 1}",Food
privilege,"{""Food"": 2, ""Events & Activities"": 1}",Abstract
probable,"{""Food"": 2, ""Events & Activities"": 1}",Social
probe,"{""Food"": 2, ""Events & Activities"": 1}",Grammar
procedure,"{""Food"": 2, ""Events & Activities"": 1}",Social
prohibit,"{""Opinions & Communication"": 3, ""Travel"": 2}",Social
projection,"{""Opinions & Communication"": 3, ""Travel"": 2}",Social
prom,"{""Opinions & Communication"": 3, ""Travel"": 2}",Activities
prominence,"{""Opinions & Communication"": 3, ""Travel"": 2}",Health
punctual,"{""Food"": 2, ""Calendar & Time"": 1}",Food
punctuality,"{""Food"": 2, ""Calendar & Time"": 1}",Abstract
punk,"{""Food"": 2, ""Calendar & Time"": 1}",Social
purchase,"{""Food"": 2, ""Calendar & Time"": 1}",Shopping
quantify,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Travel
quarantine,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Health
quarrel,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Social
radium,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Numbers
rafter,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Social
rag,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Numbers
rainbow,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Grammar
regulate,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Social"": 3, ""Opinions & Communication"": 4}",Social
rehearsal,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Social"": 3, ""Opinions & Communication"": 4}",Activities
rejoin,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
relativity,"{""Social"": 3, ""Opinions & Communication"": 3}",Grammar
relaxation,"{""Social"": 3, ""Opinions & Communication"": 3}",Emotions
relay,"{""Social"": 3, ""Opinions & Communication"": 3}",Shopping
relieve,"{""Medical & Health"": 10, ""Social"": 9, ""Feelings & Emotions"": 1, ""Opinions & Communication"": 6, ""Food"": 2, ""Travel"": 2}",Health
relieved,"{""Medical & Health"": 10, ""Social"": 9, ""Feelings & Emotions"": 1, ""Opinions & Communication"": 6, ""Food"": 2, ""Travel"": 2}",Emotions
repress,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
repression,"{""Social"": 3, ""Opinions & Communication"": 3}",Health
reprint,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
respected,"{""Opinions & Communication"": 4, ""Food"": 2, ""Social"": 3}",Social
respiration,"{""Opinions & Communication"": 4, ""Food"": 2, ""Social"": 3}",Activities
retrieve,"{""Travel"": 4, ""Opinions & Communication"": 4, ""Numbers & Quantities"": 1}",Travel
revelation,"{""Travel"": 4, ""Opinions & Communication"": 4, ""Numbers & Quantities"": 1}",Social
revenge,"{""Travel"": 4, ""Opinions & Communication"": 4, ""Numbers & Quantities"": 1}",Activities
revenue,"{""Travel"": 4, ""Opinions & Communication"": 4, ""Numbers & Quantities"": 1}",Shopping
reverence,"{""Travel"": 4, ""Opinions & Communication"": 4, ""Numbers & Quantities"": 1}",Grammar
reverse,"{""Travel"": 4, ""Opinions & Communication"": 4, ""Numbers & Quantities"": 1}",Shopping
revival,"{""Travel"": 4, ""Opinions & Communication"": 4, ""Numbers & Quantities"": 1}",Professional
revolutionize,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
rightly,"{""Food"": 2, ""Calendar & Time"": 1}",Food
rim,"{""Food"": 2, ""Calendar & Time"": 1}",Shopping
rip,"{""Food"": 2, ""Calendar & Time"": 1}",Social
risky,"{""Events & Activities"": 1, ""Travel"": 2}",Travel
rite,"{""Events & Activities"": 1, ""Travel"": 2}",Activities
ritual,"{""Events & Activities"": 1, ""Travel"": 2}",Activities
rival,"{""Events & Activities"": 1, ""Travel"": 2}",Social
simultaneous,"{""Calendar & Time"": 1, ""Events & Activities"": 1}",Numbers
skilled,"{""Travel"": 2, ""Calendar & Time"": 1}",Travel
skylark,"{""Food"": 2, ""Travel"": 3}",Travel
sophisticated,"{""Social"": 3, ""Opinions & Communication"": 4}",Social
soundtrack,"{""Social"": 3, ""Opinions & Communication"": 4}",Shopping
specialise,"{""Social"": 3, ""Opinions & Communication"": 3, ""Events & Activities"": 1}",Social
specialty,"{""Social"": 3, ""Opinions & Communication"": 3, ""Events & Activities"": 1}",Abstract
species,"{""Social"": 3, ""Opinions & Communication"": 3, ""Events & Activities"": 1}",Shopping
spellbound,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
spin,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Activities
spite,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Emotions
splatter,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Numbers
spokesman,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
spokesperson,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
spokeswoman,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
sponsorship,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
spray,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Numbers
spreadsheet,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
sprint,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Activities
spur,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
squad,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Professional
squash,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Food
squeeze,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
stab,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Emotions
stability,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Health
stack,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Numbers
stagger,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Activities
stain,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
stake,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
stammer,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Health
stance,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Grammar
standby,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
standstill,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Health
stanza,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Social
startle,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Activities
starvation,"{""Opinions & Communication"": 3, ""Medical & Health"": 3}",Health
stimulate,"{""Opinions & Communication"": 6, ""Feelings & Emotions"": 2, ""Medical & Health"": 5}",Social
stimulation,"{""Opinions & Communication"": 6, ""Feelings & Emotions"": 2, ""Medical & Health"": 5}",Grammar
strangle,"{""Food"": 6, ""Events & Activities"": 1, ""Medical & Health"": 6}",Food
strive,"{""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 2}",Social
stroke,"{""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 2}",Numbers
suspend,"{""Food"": 2, ""Social"": 3}",Social
symbolic,"{""Numbers & Quantities"": 1, ""Opinions & Communication"": 1}",Numbers
sympathetic,"{""Feelings & Emotions"": 2, ""Opinions & Communication"": 1, ""Numbers & Quantities"": 1}",Emotions
tame,"{""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Travel"": 2, ""Food"": 2, ""Events & Activities"": 1}",Social
tan,"{""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Travel"": 2, ""Food"": 2, ""Events & Activities"": 1}",Health
tanned,"{""Food"": 4, ""Medical & Health"": 3}",Food
tatter,"{""Food"": 4, ""Medical & Health"": 3}",Shopping
tattoo,"{""Food"": 4, ""Medical & Health"": 3}",Social
taunt,"{""Food"": 4, ""Medical & Health"": 3}",Activities
teaspoon,"{""Food"": 4, ""Medical & Health"": 3}",Numbers
thickly,"{""Food"": 2, ""Opinions & Communication"": 1}",Food
thickness,"{""Food"": 2, ""Opinions & Communication"": 1}",Social
thigh,"{""Food"": 2, ""Opinions & Communication"": 1}",Food
thinker,"{""Food"": 2, ""Opinions & Communication"": 1}",Social
third,"{""Food"": 2, ""Opinions & Communication"": 1}",Numbers
thoroughly,"{""Food"": 2, ""Calendar & Time"": 1}",Food
thoughtful,"{""Opinions & Communication"": 1, ""Travel"": 2, ""Feelings & Emotions"": 1}",Travel
threaten,"{""Food"": 6, ""Opinions & Communication"": 6, ""Medical & Health"": 2}",Food
thrill,"{""Food"": 6, ""Opinions & Communication"": 6, ""Medical & Health"": 2}",Emotions
thrilled,"{""Feelings & Emotions"": 4, ""Travel"": 3}",Emotions
tiresome,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Travel
toenail,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Health
toil,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Activities
turbulent,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Numbers
tutor,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Social
twinkle,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Abstract
unacceptable,"{""Food"": 2, ""Opinions & Communication"": 1}",Food
uncommon,"{""Travel"": 2, ""Food"": 2, ""Calendar & Time"": 2, ""Numbers & Quantities"": 1}",Food
unconcerned,"{""Travel"": 2, ""Feelings & Emotions"": 1}",Travel
unconscious,"{""Travel"": 2, ""Feelings & Emotions"": 1}",Grammar
underestimate,"{""Travel"": 2, ""Feelings & Emotions"": 1}",Grammar
undergraduate,"{""Travel"": 2, ""Feelings & Emotions"": 1}",Social
undertake,"{""Events & Activities"": 1, ""Social"": 6, ""Opinions & Communication"": 6}",Social
undressed,"{""Medical & Health"": 3, ""Travel"": 2}",Health
unease,"{""Medical & Health"": 3, ""Travel"": 2}",Health
unworldly,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
upbringing,"{""Food"": 2, ""Numbers & Quantities"": 1}",Abstract
upgrade,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
upright,"{""Food"": 2, ""Numbers & Quantities"": 1}",Shopping
upside,"{""Food"": 2, ""Numbers & Quantities"": 1}",Professional
urgently,"{""Travel"": 2, ""Food"": 2}",Food
usher,"{""Travel"": 2, ""Food"": 2}",Social
utility,"{""Travel"": 2, ""Food"": 2}",Numbers
vanish,"{""Calendar & Time"": 2, ""Travel"": 3, ""Food"": 2}",Travel
vanity,"{""Calendar & Time"": 2, ""Travel"": 3, ""Food"": 2}",Shopping
variation,"{""Calendar & Time"": 2, ""Travel"": 3, ""Food"": 2}",Social
vigorous,"{""Events & Activities"": 1, ""Calendar & Time"": 1}",Activities
virtually,"{""Travel"": 2, ""Calendar & Time"": 1}",Travel
virtue,"{""Travel"": 2, ""Calendar & Time"": 1}",Abstract
vital,"{""Medical & Health"": 2, ""Food"": 2}",Food
weaken,"{""Medical & Health"": 2, ""Calendar & Time"": 1, ""Social"": 3, ""Numbers & Quantities"": 1}",Social
wearisome,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Travel
wondrous,"{""Travel"": 2, ""Food"": 2}",Food
woodcarving,"{""Travel"": 2, ""Food"": 2}",Shopping
adhere,"{""Travel"": 2, ""Numbers & Quantities"": 1, ""Calendar & Time"": 1}",Travel
align,"{""Travel"": 4, ""Opinions & Communication"": 4}",Travel
alignment,"{""Travel"": 4, ""Opinions & Communication"": 4}",Professional
allocate,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Travel
allocation,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Shopping
altruism,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Abstract
appealing,"{""Social"": 6, ""Opinions & Communication"": 6, ""Calendar & Time"": 1, ""Feelings & Emotions"": 1}",Social
appliance,"{""Social"": 6, ""Opinions & Communication"": 6, ""Calendar & Time"": 1, ""Feelings & Emotions"": 1}",Shopping
authorise,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
auto,"{""Social"": 3, ""Opinions & Communication"": 3}",Shopping
autonomy,"{""Social"": 3, ""Opinions & Communication"": 3}",Health
beguiling,"{""Social"": 3, ""Food"": 2, ""Opinions & Communication"": 1}",Social
ceaseless,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Health
characterise,"{""Medical & Health"": 2, ""Opinions & Communication"": 3}",Social
characterization,"{""Medical & Health"": 2, ""Opinions & Communication"": 3}",Social
charter,"{""Medical & Health"": 2, ""Opinions & Communication"": 3}",Social
commence,"{""Travel"": 2, ""Calendar & Time"": 2}",Travel
conscientious,"{""Travel"": 2, ""Food"": 2, ""Medical & Health"": 2, ""Opinions & Communication"": 1}",Food
consecutive,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Numbers
conservatory,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Shopping
conserve,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Food
consistency,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Health
coupled,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Travel"": 2}",Social
depict,"{""Medical & Health"": 2, ""Opinions & Communication"": 3}",Social
depiction,"{""Medical & Health"": 2, ""Opinions & Communication"": 3}",Social
detain,"{""Social"": 3, ""Food"": 2}",Social
detection,"{""Social"": 3, ""Food"": 2}",Social
detention,"{""Social"": 3, ""Food"": 2}",Health
detrimental,"{""Travel"": 2, ""Medical & Health"": 2, ""Calendar & Time"": 1}",Travel
dislodge,"{""Food"": 2, ""Travel"": 3}",Travel
dismal,"{""Food"": 2, ""Calendar & Time"": 1}",Food
dispense,"{""Food"": 4, ""Social"": 3, ""Medical & Health"": 3}",Food
dissect,"{""Opinions & Communication"": 3, ""Food"": 2}",Social
dissection,"{""Opinions & Communication"": 3, ""Food"": 2}",Grammar
disturbing,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Emotions
dither,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Health
dual,"{""Food"": 2, ""Calendar & Time"": 1, ""Numbers & Quantities"": 2}",Food
dub,"{""Food"": 2, ""Calendar & Time"": 1, ""Numbers & Quantities"": 2}",Grammar
duo,"{""Food"": 2, ""Calendar & Time"": 1, ""Numbers & Quantities"": 2}",Numbers
elaborate,"{""Opinions & Communication"": 3, ""Travel"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
elaboration,"{""Opinions & Communication"": 3, ""Travel"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
elastic,"{""Opinions & Communication"": 3, ""Travel"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Shopping
elevate,"{""Social"": 3, ""Calendar & Time"": 1, ""Travel"": 3}",Social
elevation,"{""Social"": 3, ""Calendar & Time"": 1, ""Travel"": 3}",Shopping
elitist,"{""Social"": 3, ""Calendar & Time"": 1, ""Travel"": 3}",Professional
elude,"{""Travel"": 3, ""Events & Activities"": 1, ""Opinions & Communication"": 3}",Travel
empirical,"{""Food"": 4, ""Medical & Health"": 4}",Food
evoke,"{""Feelings & Emotions"": 2, ""Opinions & Communication"": 3}",Social
expire,"{""Travel"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1, ""Medical & Health"": 3, ""Food"": 2}",Health
favourable,"{""Food"": 2, ""Calendar & Time"": 3}",Numbers
felony,"{""Food"": 2, ""Calendar & Time"": 3}",Activities
feminist,"{""Food"": 2, ""Calendar & Time"": 3}",Professional
frosty,"{""Food"": 2, ""Calendar & Time"": 1}",Food
frustrating,"{""Social"": 3, ""Events & Activities"": 2, ""Food"": 2}",Social
hibernate,"{""Medical & Health"": 3, ""Food"": 2, ""Social"": 3}",Social
hibernation,"{""Medical & Health"": 3, ""Food"": 2, ""Social"": 3}",Health
hierarchy,"{""Medical & Health"": 3, ""Food"": 2, ""Social"": 3}",Professional
homely,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Emotions
honk,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Activities
hostage,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Social
hostess,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Social
hostile,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Professional
hostility,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Health
humanitarian,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Professional
immense,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
impersonally,"{""Food"": 2, ""Opinions & Communication"": 1}",Food
inappropriate,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Emotions
incarcerate,"{""Social"": 3, ""Travel"": 2}",Social
incarceration,"{""Social"": 3, ""Travel"": 2}",Health
instinctive,"{""Food"": 2, ""Opinions & Communication"": 1}",Food
integrated,"{""Social"": 3, ""Opinions & Communication"": 3, ""Numbers & Quantities"": 1}",Social
integration,"{""Social"": 3, ""Opinions & Communication"": 3, ""Numbers & Quantities"": 1}",Activities
integrity,"{""Social"": 3, ""Opinions & Communication"": 3, ""Numbers & Quantities"": 1}",Health
intellect,"{""Social"": 3, ""Opinions & Communication"": 3, ""Numbers & Quantities"": 1}",Social
intervene,"{""Social"": 3, ""Food"": 2, ""Calendar & Time"": 2, ""Events & Activities"": 2}",Social
intervention,"{""Social"": 3, ""Food"": 2, ""Calendar & Time"": 2, ""Events & Activities"": 2}",Social
judicial,"{""Numbers & Quantities"": 1, ""Travel"": 2}",Travel
jurisdiction,"{""Numbers & Quantities"": 1, ""Travel"": 2}",Professional
justification,"{""Numbers & Quantities"": 1, ""Travel"": 2}",Social
justly,"{""Food"": 2, ""Calendar & Time"": 1}",Food
juvenile,"{""Food"": 2, ""Calendar & Time"": 1}",Social
lesser,"{""Food"": 2, ""Calendar & Time"": 1, ""Numbers & Quantities"": 2}",Food
muscular,"{""Travel"": 2, ""Food"": 2}",Food
obscure,"{""Opinions & Communication"": 4, ""Food"": 4, ""Travel"": 2}",Food
occupational,"{""Travel"": 2, ""Events & Activities"": 1}",Travel
occurrence,"{""Travel"": 2, ""Events & Activities"": 1}",Health
oddity,"{""Travel"": 2, ""Events & Activities"": 1}",Shopping
odds,"{""Travel"": 2, ""Events & Activities"": 1}",Abstract
offering,"{""Travel"": 2, ""Events & Activities"": 1}",Social
offspring,"{""Travel"": 2, ""Events & Activities"": 1}",Social
